num,url,full_url,pubdate,title,description,download_url
537,https://www.thisamericanlife.org/episode/537,https://www.thisamericanlife.org/537/the-alibi,"October 3, 2014",The Alibi,"Baltimore, 1999. Hae Min Lee, a bright teenager, disappears after school one day. Six weeks later her ex-boyfriend Adnan Syed is arrested for her murder. He says he's innocent — though he can't remember what he was doing that afternoon. But someone can. A classmate at Woodlawn High School claims to know exactly where Adnan was. Trouble is, she’s nowhere to be found. This week features a pilot of our new podcast, Serial, hosted by Sarah Koenig.
",https://stream.thisamericanlife.org/537/bm_77hy8d_9vO6TeplokRyZhpdfDrmlS4hBHpbflf88/537.mp3
538,https://www.thisamericanlife.org/episode/538,https://www.thisamericanlife.org/538/is-this-working,"October 17, 2014",Is This Working?,"Stories of schools struggling with what to do with misbehaving kids. There's no general agreement about what teachers should do to discipline kids. And there's evidence that some of the most popular punishments actually may harm kids.
",https://stream.thisamericanlife.org/538/Sn89qBIxec4TwGm8hohZY2_0iiFdF1lLrhS_eKeNsAA/538.mp3
539,https://www.thisamericanlife.org/episode/539,https://www.thisamericanlife.org/539/the-leap,"November 7, 2014",The Leap,"Most of us go from day to day just coasting on the status quo. If it ain’t broke, why fix it—right? But when routines just get too mundane or systems stop making sense, sometimes you just have to hold your breath and jump. People who leap from their lives, their comfort zones, even through time.
",https://stream.thisamericanlife.org/539/wEbvhHA0rIR6hKB7-ZKdthLEZczMtKyTckUOrKyzi4Q/539.mp3
540,https://www.thisamericanlife.org/episode/540,https://www.thisamericanlife.org/540/a-front,"November 21, 2014",A Front,"Stories about people and places that are fronting in order to hide the truth. We visit a bizarre store in Milwaukee called Fearless Distributing, government checkpoints scattered on highways out west, and a front in a doctor's office.
",https://stream.thisamericanlife.org/540/M2ldbUFiz5g5_f-EbYtjWTGGDUp5UeHAt10sKU8H6JE/540.mp3
541,https://www.thisamericanlife.org/episode/541,https://www.thisamericanlife.org/541/regrets-ive-had-a-few,"December 5, 2014","Regrets, I've Had a Few","Every day we make mistakes, and most of the time we just ignore these failings and move forward. But every so often, there is one that makes us pause and take notice. This week, people struggling with those regrets — big and small — that take root and have to be dealt with.",https://stream.thisamericanlife.org/541/g6jODvbXSuJax6jbVcx-sj3GCom15zaUKs_kbrvHX7Q/541.mp3
542,https://www.thisamericanlife.org/episode/542,https://www.thisamericanlife.org/542/wait-do-you-have-the-map,"December 12, 2014",Wait—Do You Have The Map?,"Stories about people feeling lost and trying to figure out how to move ahead: two brothers take a doomed road trip through Mexico and a couple from radically different backgrounds draw up a contract for their unlikely romance.
",https://stream.thisamericanlife.org/542/j-iMXQaemgQteSzAZgb5EAejQVy3XjqhmejsQSfMOR0/542.mp3
543,https://www.thisamericanlife.org/episode/543,https://www.thisamericanlife.org/543/wake-up-now,"December 26, 2014",Wake Up Now,"As New Year’s approaches and people are contemplating things they want to change about themselves, we have stories of people trying to wake themselves up, shake up their own lives, or wake up others. Including the story of a company – or maybe it's a movement – called WakeUpNow.
",https://stream.thisamericanlife.org/543/2mvpRtsIX3APJ8obvCcWeQM-hfdc5kersbjZpftl8KE/543.mp3
544,https://www.thisamericanlife.org/episode/544,https://www.thisamericanlife.org/544/batman,"January 9, 2015",Batman,"Can other people's expectations of you alter what you can do physically? Alix Spiegel and Lulu Miller of NPR's new radio show and podcast Invisibilia investigate that question – specifically, they look into something that sounds impossible: if people’s expectations can change whether a blind man can see.
",https://stream.thisamericanlife.org/544/QCgiib5dzQvh5ZFxNJ4fHC7Ji_-jQZRmixq8ZihFVM0/544.mp3
545,https://www.thisamericanlife.org/episode/545,https://www.thisamericanlife.org/545/if-you-dont-have-anything-nice-to-say-say-it-in-all-caps,"January 23, 2015","If You Don’t Have Anything Nice to Say, SAY IT IN ALL CAPS","It’s safe to say whatever you want on the Internet; nobody will know it’s you. But that same anonymity makes it possible for people to say all the awful things that make the Internet such an annoying and sometimes frightening place. This week: what happens when the Internet turns on you?
",https://stream.thisamericanlife.org/545/6X_3dyCjViQKgmTwJ_ob5AfChyHd9Af7MSOm8lEoaWI/545.mp3
546,https://www.thisamericanlife.org/episode/546,https://www.thisamericanlife.org/546/burroughs-101,"January 30, 2015",Burroughs 101,"This American Life host Ira Glass was never into William Burroughs. Didn't get why people love his writing so much. Then he heard this radio story that changed all that, partly because it wasn't very reverential about Burroughs. For Burroughs 101st birthday, we hear that story.
",https://stream.thisamericanlife.org/546/-CwSQuPoTfi-q5BAzQCUjxDhYfkS23hzFVYNBBLJ5yc/546.mp3
547,https://www.thisamericanlife.org/episode/547,https://www.thisamericanlife.org/547/cops-see-it-differently-part-one,"February 6, 2015",Cops See It Differently - Part One,"There are so many cops who look at the killing of Eric Garner or Mike Brown and say race didn't play a factor. And there are tons of black people who say that's insane. There's a division between people who distrust the police — even fear them — and people who see cops as a force for good. Stories of people living on both sides of that divide, and people trying to bridge it.
",https://stream.thisamericanlife.org/547/v62LDcfjUVkizQKeTgrfJL_mVURV9RPiqWW9nQooKNc/547.mp3
548,https://www.thisamericanlife.org/episode/548,https://www.thisamericanlife.org/548/cops-see-it-differently-part-two,"February 13, 2015",Cops See It Differently - Part Two,"Our second hour of stories about policing and race. We hear about one city where relations between police and black residents went terribly, and another city where they seem to be improving remarkably. And one of our producers asks: Why aren't police chiefs talking about race after incidents where unarmed black men are wrongly killed by officers? 
",https://stream.thisamericanlife.org/548/PU2lAabOF19KnRw8p1ohzYWk8KiOmYkqK-LUoa_Cdos/548.mp3
549,https://www.thisamericanlife.org/episode/549,https://www.thisamericanlife.org/549/amateur-hour,"February 27, 2015",Amateur Hour,"People put in positions they’re completely unqualified to handle, but who try to make it work anyway. Including one story of a tough group of soldiers who attempt to save lives through the power of show tunes.
",https://stream.thisamericanlife.org/549/xB8x7WQefCcqKTI9cgbGUbu-L1584z9JU1QiNnHb8b8/549.mp3
550,https://www.thisamericanlife.org/episode/550,https://www.thisamericanlife.org/550/three-miles,"March 13, 2015",Three Miles,"There’s a program that brings together kids from two schools. One school is public and in the country’s poorest congressional district. The other is private and costs $43,000/year. They are three miles apart. The hope is that kids connect, but some of the public school kids just can’t get over the divide. We hear what happens when you get to see the other side and it looks a lot better. 
",https://stream.thisamericanlife.org/550/2vKHwMnY4ZTo0vZqCtrUTy9bbdP94CEY8fkxdUoZW-4/550.mp3
551,https://www.thisamericanlife.org/episode/551,https://www.thisamericanlife.org/551/good-guys-2015,"March 20, 2015",Good Guys 2015,"Yes fellas, lots of you think of yourselves as good guys. But what does it really take to be a good guy? We have stories of valiant men attempting to do good in challenging and not-so-challenging circumstances: in department stores, public buses, and at the bottom of a cave 900 feet underground.
",https://stream.thisamericanlife.org/551/LhTJ_0WYSQHrTBAKWqUyYeJCBLNHbHXoDeNfvliEVAw/551.mp3
552,https://www.thisamericanlife.org/episode/552,https://www.thisamericanlife.org/552/need-to-know-basis,"March 27, 2015",Need To Know Basis,"Even when you're not trying to get one over on someone, it can be useful to keep the truth to yourself. Or conversely, to not know why people are lying to your face all the time. This week we'll tell you the whole truth about not telling the whole truth. Including the story of a guy who learned to lie for the first time in his life at age 29.",https://stream.thisamericanlife.org/552/gjPjEQ10tFgXwhl8yiYrLOyWnzruLqx3Qm7nlMJg9qo/552.mp3
553,https://www.thisamericanlife.org/episode/553,https://www.thisamericanlife.org/553/stuck-in-the-middle,"April 3, 2015",Stuck in the Middle,"People caught in limbo, using ingenuity and guile to try to get themselves out.
",https://stream.thisamericanlife.org/553/xd3B5_YvHmW65r3wABj5mFO2MWVR_WWARKLoMwxuD4s/553.mp3
554,https://www.thisamericanlife.org/episode/554,https://www.thisamericanlife.org/554/not-it,"April 10, 2015",Not It!,"Stories of people, cities, and commonwealths touching their noses and proclaiming ""not it!"" Including the story of how one city used a rocking chair to take retribution against a late night TV show host, and an island that takes people it doesn't want to deal with and ships them away.
",https://stream.thisamericanlife.org/554/r6k8fvknRrmMYMk3mI73nbRP2gQ9dlVMjipb8Yv1Qms/554.mp3
555,https://www.thisamericanlife.org/episode/555,https://www.thisamericanlife.org/555/the-incredible-rarity-of-changing-your-mind,"April 24, 2015",The Incredible Rarity of Changing Your Mind,"It’s rare for people to change what they believe, and if they do it, it’s usually a long process. This week, stories of those very infrequent instances where people’s opinions flip on fundamental things that they believe. Why does it happen in these particular and unusual circumstances? We explain. NOTE: One of the authors of a study covered in this episode has asked that the study be retracted.
",https://stream.thisamericanlife.org/555/nfB7cRL_BvwVBalCvIGv3aoUCS89KexkpoDHvWbz7BI/555.mp3
556,https://www.thisamericanlife.org/episode/556,https://www.thisamericanlife.org/556/same-bed-different-dreams-2015,"May 1, 2015","Same Bed, Different Dreams (2015)","Stories of people who are tied together, but imagine radically different futures. In one case, a movie star and her ex-husband plot against Kim Jong-Il. In another, a woman stalks her doppleganger. And sometimes, one bed is the basis for an entire relationship, even for a man who almost never sees the person who shares his bed.
",https://stream.thisamericanlife.org/556/0dSIqIvOacFdilz6TzchGMGGYxXtFVs4ovYKHcCgd78/556.mp3
557,https://www.thisamericanlife.org/episode/557,https://www.thisamericanlife.org/557/birds-bees,"May 15, 2015",Birds & Bees,"Some information is so big and so complicated that it seems impossible to talk to kids about. This week, stories about the vague and not-so-vague ways we teach children about race, death, and sex.
",https://stream.thisamericanlife.org/557/cSrNrxZxmMwRDTaK03EHwDUjGQB217zgGMRWqxmQI6M/557.mp3
558,https://www.thisamericanlife.org/episode/558,https://www.thisamericanlife.org/558/game-face,"May 29, 2015",Game Face,"Blair Braverman was a dog musher on an Alaskan glacier. One day the weather turned rough, and she and a pack of tourists were stuck. The worst part? They had to pretend like nothing was wrong. This and other stories of people facing very difficult situations who put their game face on and muscle through. And, we hear from people whose faces betray them and prominently display all their anxiety.
",https://stream.thisamericanlife.org/558/nozX3HtOUubg46ZfxS-nhGngVFOb9FFM-3P2Y0NvDhY/558.mp3
559,https://www.thisamericanlife.org/episode/559,https://www.thisamericanlife.org/559/captains-log,"June 26, 2015",Captain's Log,"A captain’s log is a simple thing: the date, the time, maybe the weather — and the current status of a long journey. You wouldn’t know from the cryptic notations what weird worlds lurk beneath. On this week's show, stories behind those cryptic notations — including a concentration camp in China that housed groups of Girl Scouts. Also, Aziz Ansari explains the significance of a Thanksgiving text message, and Etgar Keret destroys a marriage piece by piece.
",https://stream.thisamericanlife.org/559/IsPVxtrluzdN0ePSb1w0ympqVt4tRDrcFAO8RjvKUDY/559.mp3
